sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.772,0.4272,0.485,0.844,0.706,0.4358,0.2512,0.5186
0.7446,0.4497,0.5327,0.84,0.689,0.4749,0.1886,0.5244
0.7734,0.2433,0.5996,0.828,0.719,0.463,0.0628,0.4973
0.7573,0.397,0.533,0.8403,0.7314,0.5234,0.1716,0.4578
0.772,0.2532,0.5015,0.828,0.7847,0.49,0.011024,0.5293
0.753,0.485,0.6167,0.8384,0.7344,0.3552,0.2642,0.5093
0.7603,0.4084,0.5415,0.8604,0.677,0.5747,0.176,0.423
0.8423,0.3052,0.5405,0.848,0.699,0.769,0.1365,0.5283
0.799,0.3252,0.498,0.8164,0.7275,0.5854,0.2559,0.505
0.802,0.413,0.5303,0.8823,0.798,0.666,0.4414,0.497
0.7886,0.3567,0.5117,0.835,0.71,0.4895,0.172,0.525
0.802,0.4492,0.426,0.866,0.718,0.517,0.1951,0.5254
0.801,0.3215,0.4607,0.831,0.789,0.6885,0.2429,0.4648
0.79,0.2546,0.5938,0.8315,0.811,0.735,0.2097,0.5474
0.801,0.28,0.567,0.826,0.7407,0.6196,0.1523,0.3765
0.81,0.3591,0.5444,0.844,0.738,0.5522,0.1819,0.4673
0.7856,0.3718,0.589,0.8506,0.7954,0.5986,0.2113,0.4924
0.798,0.2285,0.4758,0.825,0.7183,0.4548,0.0841,0.565
0.7876,0.3374,0.4507,0.855,0.7554,0.634,0.1432,0.4524
0.822,0.2778,0.4995,0.807,0.761,0.648,0.1282,0.5264
0.768,0.3142,0.425,0.853,0.703,0.678,0.2185,0.5034
0.773,0.3357,0.584,0.8154,0.674,0.459,0.1562,0.501
0.773,0.33,0.4885,0.8506,0.7334,0.7007,0.1998,0.53
0.791,0.3228,0.556,0.8105,0.7446,0.4219,0.2059,0.4673
0.815,0.3428,0.435,0.813,0.7554,0.679,0.3633,0.422
0.7837,0.3286,0.5054,0.8037,0.689,0.4558,0.4697,0.622
0.7935,0.416,0.589,0.789,0.688,0.5137,0.2805,0.4634
0.773,0.4724,0.6406,0.8022,0.7236,0.596,0.236,0.5205
0.8135,0.4255,0.4897,0.811,0.7383,0.7783,0.1611,0.511
0.801,0.3225,0.5796,0.811,0.7427,0.5337,0.195,0.5073
0.794,0.4626,0.5527,0.8325,0.7285,0.58,0.1803,0.389
0.803,0.2347,0.561,0.8164,0.713,0.5034,0.1947,0.3682
0.8027,0.421,0.5835,0.841,0.7085,0.545,0.1997,0.547
0.834,0.3079,0.5684,0.8564,0.766,0.6313,0.1024,0.518
0.8223,0.427,0.5054,0.81,0.718,0.4363,0.2783,0.5625
0.793,0.3567,0.3958,0.823,0.7886,0.7056,0.2277,0.583
0.776,0.6123,0.575,0.8506,0.843,0.6387,0.1293,0.528
0.7896,0.4766,0.579,0.822,0.697,0.875,0.3264,0.617
0.7886,0.4158,0.476,0.7935,0.705,0.8027,0.2103,0.608
0.7603,0.3684,0.4854,0.826,0.78,0.412,0.289,0.5
0.826,0.3218,0.46,0.8555,0.739,0.532,0.2004,0.5503
0.7603,0.3616,0.3132,0.7783,0.7295,0.498,0.1353,0.5894
0.786,0.4678,0.4707,0.853,0.7964,0.892,0.396,0.3909
0.7637,0.484,0.538,0.834,0.7163,0.4644,0.1428,0.496
0.7705,0.4346,0.6265,0.841,0.7007,0.569,0.1547,0.578
0.795,0.2197,0.504,0.8223,0.928,0.553,0.246,0.4993
0.8135,0.386,0.5527,0.837,0.7173,0.6763,0.1716,0.5103
0.7705,0.349,0.6143,0.8423,0.727,0.4053,0.1451,0.469
0.7886,0.3887,0.685,0.8174,0.755,0.7827,0.1469,0.43
0.785,0.3916,0.5396,0.84,0.75,0.717,0.13,0.4053
0.803,0.4128,0.5073,0.838,0.728,0.832,0.102,0.5283
0.7715,0.4128,0.5547,0.8335,0.8584,0.636,0.1971,0.4976
0.786,0.4124,0.4807,0.8315,0.7427,0.5234,0.1974,0.501
0.772,0.3538,0.5166,0.8267,0.695,0.633,0.1619,0.4673
0.7925,0.39,0.6,0.846,0.648,0.4983,0.2239,0.5684
0.8125,0.4038,0.4192,0.8584,0.7427,0.583,0.1926,0.4673
0.8,0.4077,0.557,0.8145,0.7617,0.6733,0.2231,0.4907
0.8384,0.3828,0.4844,0.8413,0.729,0.5796,0.1059,0.5366
0.7915,0.2717,0.5215,0.8154,0.7817,0.628,0.1322,0.4539
0.795,0.3782,0.4712,0.889,0.7324,0.416,0.2354,0.4875
0.8506,0.493,0.5312,0.863,0.7383,0.624,0.2397,0.4956
0.802,0.3748,0.611,0.809,0.734,0.7344,0.1128,0.521
0.798,0.33,0.531,0.88,0.69,0.643,0.1722,0.4207
0.834,0.4636,0.596,0.828,0.7446,0.5005,0.1577,0.5996
0.779,0.384,0.485,0.882,0.7695,0.56,0.2284,0.552
0.797,0.4324,0.4841,0.8604,0.738,0.8955,0.1823,0.536
0.8115,0.354,0.5166,0.8306,0.8037,0.6113,0.06744,0.533
0.7915,0.3633,0.527,0.838,0.774,0.4834,0.1818,0.518
0.769,0.2761,0.5654,0.815,0.7344,0.4414,0.1722,0.4995
0.761,0.4282,0.516,0.8164,0.746,0.471,0.1243,0.5093
0.7695,0.6484,0.6226,0.82,0.7173,0.576,0.1804,0.5317
0.7876,0.3076,0.579,0.845,0.759,0.5894,0.1926,0.466
0.79,0.492,0.6543,0.793,0.75,0.5195,0.4167,0.403
0.7935,0.321,0.546,0.8022,0.7104,0.4785,0.1088,0.4673
0.804,0.4636,0.554,0.8813,0.7407,0.768,0.0683,0.526
0.799,0.3027,0.4426,0.85,0.7134,0.5625,0.1293,0.4622
0.8076,0.395,0.5312,0.834,0.79,0.5312,0.1444,0.3708
0.7646,0.5303,0.568,0.867,0.6733,0.463,0.1672,0.55
0.781,0.2874,0.6836,0.8276,0.682,0.671,0.1849,0.5176
0.816,0.2053,0.466,0.862,0.753,0.5894,0.09863,0.542
0.7803,0.372,0.5186,0.81,0.8433,0.6406,0.1244,0.584
0.801,0.4592,0.493,0.8843,0.722,0.54,0.2434,0.4578
0.877,0.2524,0.602,0.836,0.7188,0.567,0.0979,0.474
0.827,0.4688,0.506,0.848,0.7544,0.5454,0.1846,0.4368
0.7725,0.392,0.682,0.8423,0.7534,0.74,0.2292,0.4722
0.82,0.4407,0.545,0.8667,0.7915,0.632,0.1285,0.4692
0.8223,0.3872,0.6025,0.8467,0.6865,0.6675,0.1198,0.5034
0.7964,0.3367,0.4268,0.8696,0.704,0.4924,0.1796,0.495
0.7593,0.4568,0.4995,0.8247,0.7373,0.4324,0.0908,0.4978
0.758,0.2776,0.61,0.851,0.7085,0.8115,0.153,0.5337
0.767,0.3328,0.5107,0.8213,0.7676,0.545,0.207,0.4568
0.7935,0.2488,0.4878,0.7803,0.7417,0.5933,0.2191,0.4817
0.79,0.2888,0.539,0.8516,0.708,0.663,0.1033,0.4978
0.77,0.3064,0.5073,0.8394,0.7285,0.6895,0.1907,0.4478
0.7915,0.308,0.4492,0.8604,0.818,0.6157,0.1338,0.625
0.8203,0.4272,0.5454,0.875,0.7583,0.55,0.1837,0.5127
0.815,0.39,0.73,0.8364,0.7056,0.457,0.1809,0.4993
0.843,0.2893,0.5015,0.8228,0.7144,0.752,0.12036,0.499
0.756,0.3062,0.542,0.8345,0.71,0.4966,0.1283,0.624
0.7944,0.5083,0.4688,0.8574,0.7134,0.576,0.164,0.4495
0.7505,0.2947,0.4783,0.8184,0.733,0.6157,0.3323,0.5117
0.753,0.371,0.5176,0.863,0.771,0.638,0.1691,0.4656
0.81,0.4536,0.5996,0.859,0.7134,0.573,0.0606,0.567
0.716,0.523,0.524,0.8105,0.809,0.5264,0.1903,0.518
0.755,0.626,0.55,0.8296,0.764,0.651,0.2742,0.5483
0.7856,0.2365,0.4836,0.821,0.7207,0.66,0.18,0.518
0.809,0.219,0.478,0.8506,0.721,0.521,0.2688,0.4966
0.812,0.4006,0.56,0.82,0.801,0.731,0.1981,0.543
0.7793,0.2957,0.535,0.8306,0.7407,0.5166,0.08356,0.4922
0.862,0.3313,0.52,0.845,0.7305,0.4783,0.103,0.4817
0.7905,0.589,0.476,0.8145,0.7534,0.6416,0.283,0.5464
0.786,0.2908,0.5356,0.8394,0.7637,0.588,0.477,0.47
0.7544,0.4094,0.5054,0.858,0.755,0.3833,0.1279,0.4932
0.78,0.4087,0.4902,0.8413,0.7734,0.7007,0.07214,0.48
0.8,0.2842,0.4995,0.832,0.6953,0.642,0.1514,0.4429
0.7983,0.4714,0.5576,0.78,0.7285,0.5996,0.1116,0.5664
0.785,0.4263,0.4917,0.8438,0.7656,0.5693,0.2617,0.4795
0.802,0.4368,0.4949,0.853,0.802,0.5312,0.1409,0.5093
0.824,0.4294,0.524,0.8804,0.7856,0.6055,0.1836,0.559
0.749,0.3577,0.424,0.8525,0.8027,0.584,0.1372,0.528
0.843,0.3413,0.5127,0.8413,0.714,0.6226,0.1926,0.4773
0.8047,0.3713,0.4683,0.7793,0.686,0.642,0.3857,0.5044
0.782,0.375,0.5586,0.8486,0.7417,0.542,0.10187,0.473
0.785,0.34,0.518,0.84,0.796,0.6533,0.2242,0.5054
0.7627,0.5435,0.4841,0.8267,0.779,0.3962,0.2245,0.5454
0.761,0.3616,0.5435,0.8623,0.751,0.517,0.1583,0.523
0.8066,0.406,0.5117,0.8066,0.713,0.907,0.212,0.469
0.7773,0.6055,0.4666,0.8564,0.7427,0.5273,0.2002,0.521
0.763,0.2944,0.557,0.848,0.722,0.6177,0.1892,0.472
0.775,0.2496,0.5737,0.888,0.736,0.555,0.0795,0.5435
0.7954,0.3435,0.68,0.8438,0.7407,0.702,0.1906,0.4878
0.777,0.4412,0.5464,0.842,0.7915,0.603,0.3792,0.4592
0.81,0.2502,0.5264,0.8574,0.749,0.6895,0.242,0.5273
0.7866,0.3618,0.7524,0.8594,0.772,0.638,0.4272,0.4946
0.748,0.356,0.556,0.803,0.7305,0.6753,0.157,0.4724
0.814,0.3306,0.604,0.832,0.7524,0.414,0.1782,0.6445
0.7954,0.4014,0.4934,0.8213,0.746,0.6724,0.08704,0.527
0.8096,0.2798,0.584,0.8184,0.731,0.6333,0.2422,0.543
0.7935,0.4294,0.633,0.829,0.688,0.464,0.2101,0.5273
0.7627,0.3718,0.5093,0.879,0.744,0.882,0.287,0.4746
0.7773,0.3047,0.653,0.872,0.8154,0.6255,0.06946,0.507
0.8315,0.456,0.5547,0.8315,0.7427,0.5693,0.2559,0.374
0.8096,0.309,0.548,0.8403,0.7163,0.6133,0.1847,0.5166
0.7812,0.3193,0.7256,0.8213,0.7007,0.5913,0.3628,0.4902
0.787,0.517,0.5166,0.819,0.759,0.6387,0.2083,0.5415
0.783,0.2678,0.5557,0.8354,0.748,0.424,0.265,0.5356
0.826,0.2751,0.536,0.8286,0.7974,0.6665,0.1315,0.536
0.8096,0.3281,0.496,0.855,0.838,0.548,0.2927,0.5254
0.7676,0.3018,0.5107,0.814,0.693,0.5483,0.11804,0.527
0.779,0.3423,0.4985,0.8403,0.741,0.589,0.215,0.524
0.7964,0.312,0.513,0.8223,0.762,0.511,0.1904,0.581
0.7617,0.4316,0.5615,0.8223,0.737,0.651,0.1044,0.4768
0.7896,0.3433,0.4685,0.824,0.698,0.5454,0.5244,0.512
0.7744,0.2988,0.5425,0.875,0.7515,0.529,0.3071,0.5464
0.7847,0.4995,0.5244,0.843,0.753,0.5103,0.2074,0.5166
0.805,0.4016,0.4885,0.804,0.721,0.3574,0.0847,0.5083
0.7627,0.4236,0.5615,0.802,0.706,0.6353,0.1672,0.473
0.787,0.4268,0.5356,0.8877,0.838,0.5024,0.10406,0.437
0.7964,0.509,0.515,0.8076,0.7026,0.5054,0.1527,0.558
0.7915,0.3884,0.566,0.8525,0.699,0.6255,0.1996,0.498
0.8145,0.2788,0.504,0.8037,0.7563,0.4124,0.178,0.4763
0.823,0.348,0.6885,0.852,0.7466,0.7383,0.26,0.5474
0.7837,0.3484,0.57,0.86,0.765,0.629,0.0681,0.4878
0.833,0.322,0.602,0.795,0.7373,0.4507,0.2384,0.479
0.7783,0.413,0.555,0.894,0.7085,0.7173,0.06174,0.4487
0.762,0.386,0.5913,0.8164,0.7725,0.5127,0.1338,0.4182
0.797,0.3782,0.551,0.832,0.737,0.6685,0.1788,0.511
0.7417,0.4758,0.4507,0.8247,0.73,0.767,0.1285,0.5513
0.792,0.3186,0.6143,0.8325,0.7603,0.527,0.1711,0.518
0.7905,0.324,0.5415,0.8154,0.7197,0.555,0.2773,0.5054
0.777,0.3503,0.498,0.7803,0.8403,0.6733,0.213,0.559
0.7744,0.4255,0.567,0.844,0.672,0.638,0.1466,0.5825
0.7627,0.2646,0.5674,0.8774,0.7427,0.543,0.2019,0.5557
0.778,0.5605,0.513,0.828,0.7363,0.4763,0.4717,0.4827
0.781,0.3684,0.4902,0.845,0.7266,0.551,0.2319,0.5166
0.759,0.3826,0.724,0.7993,0.724,0.5737,0.1531,0.4792
0.815,0.3108,0.5015,0.809,0.7275,0.573,0.1268,0.4856
0.817,0.3604,0.4583,0.854,0.8003,0.485,0.2197,0.4788
0.7803,0.3806,0.4858,0.8384,0.764,0.534,0.2086,0.4072
0.7925,0.496,0.526,0.851,0.7393,0.58,0.1571,0.547
0.8047,0.3455,0.5615,0.8228,0.696,0.8154,0.2251,0.4792
0.8325,0.3486,0.4502,0.879,0.74,0.595,0.3264,0.488
0.7974,0.3445,0.4072,0.8228,0.6987,0.4768,0.11346,0.4673
0.85,0.3323,0.5405,0.8354,0.7363,0.6255,0.0771,0.5693
0.796,0.3079,0.7275,0.851,0.7324,0.5244,0.211,0.5435
0.823,0.3616,0.337,0.8003,0.734,0.715,0.1293,0.4417
0.7803,0.309,0.5254,0.823,0.7646,0.691,0.06866,0.4802
0.7944,0.2515,0.4846,0.8564,0.722,0.6543,0.0699,0.4614
0.8438,0.3528,0.3755,0.8457,0.6895,0.4675,0.05984,0.4875
0.7305,0.2683,0.4788,0.8457,0.691,0.4458,0.2035,0.443
0.8105,0.3997,0.511,0.838,0.6953,0.3748,0.3389,0.523
0.8276,0.5522,0.451,0.857,0.8105,0.5117,0.1396,0.4966
0.79,0.2954,0.42,0.825,0.714,0.41,0.263,0.498
0.809,0.3582,0.4744,0.813,0.6987,0.4165,0.4143,0.5596
0.7905,0.239,0.5396,0.8076,0.7144,0.4023,0.2776,0.468
0.8135,0.4128,0.5327,0.8413,0.8936,0.657,0.4077,0.4775
0.7876,0.3293,0.5854,0.812,0.809,0.462,0.04578,0.538
0.7944,0.5405,0.4722,0.849,0.7495,0.4167,0.165,0.4863
0.869,0.3123,0.6523,0.815,0.7246,0.6187,0.1598,0.511
0.783,0.407,0.5835,0.799,0.7183,0.627,0.3396,0.4675
0.8003,0.3613,0.59,0.8433,0.7344,0.6807,0.08606,0.5044
0.79,0.3877,0.4749,0.835,0.709,0.3877,0.1137,0.5215
0.7593,0.3193,0.5557,0.8447,0.7295,0.5156,0.1026,0.5547
0.8115,0.3188,0.4734,0.8047,0.664,0.618,0.1897,0.4954
0.8066,0.1796,0.4658,0.8247,0.86,0.701,0.2135,0.544
0.772,0.4373,0.4783,0.8887,0.7144,0.8584,0.4487,0.4165
0.787,0.3801,0.519,0.863,0.726,0.6035,0.0358,0.512
0.818,0.3562,0.547,0.8267,0.7725,0.626,0.35,0.4912
0.7925,0.3752,0.4995,0.832,0.732,0.838,0.1085,0.4624
0.793,0.2625,0.4622,0.808,0.82,0.6514,0.1741,0.508
0.804,0.3137,0.597,0.826,0.7866,0.4492,0.1576,0.4272
0.7905,0.2617,0.4739,0.835,0.711,0.6025,0.1923,0.3936
0.7837,0.3533,0.44,0.856,0.716,0.6167,0.43,0.4456
0.801,0.3264,0.4478,0.827,0.8066,0.638,0.1334,0.4668
0.8,0.208,0.5435,0.806,0.7314,0.506,0.4272,0.5674
0.79,0.3535,0.542,0.829,0.786,0.6445,0.367,0.5195
0.8286,0.4236,0.5327,0.843,0.763,0.3872,0.1515,0.5806
0.7915,0.3716,0.4456,0.8374,0.738,0.5254,0.1847,0.4966
0.755,0.4504,0.5137,0.829,0.793,0.679,0.2,0.4653
0.793,0.3184,0.4749,0.852,0.6943,0.4885,0.1584,0.4634
0.769,0.3777,0.4648,0.841,0.76,0.668,0.2418,0.5283
0.7524,0.3647,0.5225,0.826,0.8276,0.4062,0.1592,0.545
0.7886,0.5464,0.482,0.8447,0.748,0.633,0.09106,0.522
0.8022,0.273,0.619,0.8276,0.7,0.731,0.1389,0.4631
0.8154,0.42,0.5156,0.797,0.692,0.8774,0.1392,0.47
0.77,0.3477,0.4585,0.8267,0.7256,0.6255,0.1951,0.55
0.775,0.4717,0.5737,0.79,0.8003,0.6196,0.1494,0.583
0.7954,0.3188,0.4656,0.8223,0.811,0.3833,0.074,0.5
0.765,0.3809,0.51,0.8384,0.729,0.502,0.07825,0.629
0.8047,0.284,0.5483,0.848,0.756,0.702,0.354,0.518
0.805,0.259,0.3938,0.855,0.7344,0.668,0.2742,0.4817
0.8174,0.4773,0.513,0.837,0.6694,0.506,0.2142,0.4673
0.807,0.2883,0.548,0.825,0.7085,0.649,0.3608,0.502
0.7773,0.3435,0.4854,0.85,0.739,0.4927,0.2192,0.5503
0.7627,0.519,0.613,0.802,0.729,0.7925,0.1863,0.5786
0.805,0.6304,0.451,0.838,0.7666,0.4736,0.2372,0.4897
0.8296,0.392,0.536,0.8354,0.735,0.555,0.1877,0.5894
0.808,0.355,0.485,0.854,0.7554,0.5845,0.2355,0.452
0.816,0.2646,0.5767,0.8267,0.7925,0.5166,0.2593,0.5986
0.74,0.3003,0.596,0.8,0.7793,0.4878,0.1521,0.5547
0.7773,0.3145,0.612,0.8623,0.7744,0.453,0.2107,0.5835
0.7856,0.3362,0.3796,0.824,0.7446,0.563,0.1098,0.4768
0.783,0.3057,0.5415,0.809,0.7554,0.5796,0.1978,0.5776
0.822,0.32,0.596,0.825,0.7437,0.667,0.1731,0.5767
0.8345,0.2803,0.584,0.7993,0.7554,0.4321,0.10706,0.5024
0.787,0.4336,0.589,0.839,0.735,0.8804,0.1344,0.463
0.7944,0.507,0.5464,0.8003,0.7603,0.942,0.2089,0.4106
0.781,0.3457,0.557,0.81,0.7124,0.463,0.174,0.503
0.788,0.452,0.5527,0.845,0.7754,0.56,0.1672,0.602
0.8096,0.4946,0.554,0.8394,0.828,0.581,0.2137,0.5107
0.8047,0.2551,0.579,0.877,0.7334,0.5205,0.1046,0.6
0.788,0.4094,0.5815,0.7944,0.742,0.6294,0.1427,0.4824
0.8315,0.334,0.5596,0.822,0.697,0.808,0.206,0.509
0.751,0.4026,0.4993,0.8154,0.711,0.4993,0.1659,0.522
0.8384,0.3657,0.4082,0.798,0.749,0.64,0.322,0.5054
0.8013,0.3633,0.5405,0.795,0.8384,0.7573,0.1924,0.4382
0.7715,0.291,0.594,0.8154,0.7334,0.706,0.2123,0.454
0.7627,0.4329,0.508,0.891,0.7085,0.4739,0.1356,0.4966
0.83,0.2778,0.734,0.8467,0.7803,0.449,0.1349,0.5063
0.7593,0.1659,0.5356,0.847,0.8145,0.4502,0.1144,0.58
0.7666,0.283,0.522,0.8833,0.7295,0.642,0.1516,0.4856
0.8164,0.3896,0.389,0.8154,0.72,0.5737,0.1273,0.4854
0.8145,0.321,0.577,0.8804,0.7246,0.526,0.3145,0.5356
0.7515,0.5356,0.467,0.819,0.6924,0.6763,0.02728,0.413
0.798,0.3372,0.4768,0.8315,0.692,0.3342,0.09204,0.506
0.829,0.3691,0.443,0.858,0.8076,0.6987,0.2368,0.5103
0.818,0.3296,0.538,0.841,0.708,0.6323,0.1271,0.46
0.821,0.2805,0.5605,0.814,0.6934,0.601,0.0581,0.4766
0.761,0.2117,0.619,0.8604,0.7124,0.4468,0.2491,0.511
0.791,0.3984,0.632,0.865,0.7417,0.775,0.3752,0.473
0.7974,0.281,0.4492,0.8467,0.7754,0.5723,0.0978,0.5435
0.7905,0.307,0.4995,0.8853,0.749,0.5747,0.1826,0.513
0.8086,0.3965,0.5347,0.8813,0.81,0.4355,0.1766,0.576
0.806,0.2803,0.551,0.84,0.7114,0.538,0.1377,0.552
0.7744,0.2876,0.5073,0.8496,0.7856,0.5615,0.1187,0.4365
0.772,0.3743,0.476,0.814,0.8447,0.4932,0.1588,0.5576
0.794,0.5156,0.586,0.835,0.7144,0.8955,0.1902,0.4546
0.789,0.2905,0.475,0.8135,0.7046,0.9165,0.07104,0.528
0.817,0.4177,0.5396,0.8765,0.744,0.553,0.1635,0.545
0.8403,0.3735,0.661,0.8345,0.806,0.6055,0.1562,0.543
0.796,0.2844,0.529,0.8076,0.733,0.404,0.1273,0.598
0.7886,0.3562,0.3782,0.8403,0.6836,0.7183,0.2218,0.4727
0.82,0.4126,0.575,0.8706,0.6816,0.5415,0.1898,0.534
0.782,0.3535,0.4966,0.797,0.738,0.662,0.2876,0.4844
0.821,0.4001,0.4832,0.801,0.7524,0.5806,0.1273,0.5044
0.792,0.392,0.4321,0.805,0.732,0.5703,0.2551,0.5117
0.7944,0.2864,0.5464,0.851,0.7656,0.6807,0.1222,0.4824
0.779,0.2544,0.72,0.819,0.7866,0.539,0.234,0.4402
0.8213,0.357,0.567,0.8545,0.712,0.4368,0.1431,0.3977
0.7715,0.311,0.4995,0.7954,0.7095,0.5796,0.1522,0.516
0.8096,0.2947,0.4377,0.828,0.739,0.503,0.11505,0.5845
0.835,0.2002,0.4365,0.859,0.7593,0.5947,0.05295,0.502
0.7964,0.3508,0.4685,0.81,0.7183,0.5537,0.2163,0.501
0.8037,0.2327,0.578,0.8154,0.812,0.691,0.378,0.411
0.7476,0.3635,0.479,0.8286,0.735,0.733,0.1711,0.4124
0.7974,0.3206,0.523,0.8657,0.7266,0.424,0.2559,0.4766
0.764,0.431,0.4404,0.813,0.7095,0.519,0.1979,0.5254
0.7803,0.4468,0.489,0.8286,0.7515,0.4185,0.2457,0.5107
0.775,0.2227,0.5166,0.849,0.711,0.6206,0.1832,0.4595
0.7964,0.407,0.53,0.8276,0.8125,0.5254,0.07605,0.482
0.794,0.3774,0.488,0.8564,0.7637,0.607,0.1664,0.559
0.7456,0.3843,0.565,0.8765,0.7803,0.522,0.1537,0.5215
0.7886,0.4575,0.535,0.8555,0.7246,0.535,0.2004,0.4321
0.779,0.5054,0.4258,0.831,0.7344,0.525,0.0944,0.4927
0.759,0.3643,0.4314,0.8643,0.767,0.5767,0.3225,0.503
0.788,0.3367,0.421,0.871,0.697,0.6333,0.1362,0.599
0.7505,0.332,0.4587,0.883,0.7197,0.6255,0.279,0.4827
0.7764,0.3545,0.4983,0.8228,0.7114,0.5635,0.208,0.463
0.8022,0.5186,0.644,0.8247,0.744,0.596,0.1658,0.5054
0.7847,0.6313,0.477,0.836,0.755,0.6416,0.1775,0.524
0.7646,0.348,0.4954,0.8384,0.748,0.4426,0.1664,0.501
0.798,0.4773,0.537,0.803,0.7056,0.6323,0.03032,0.4934
0.7827,0.3193,0.509,0.7896,0.758,0.4739,0.1453,0.4973
0.7856,0.1857,0.57,0.815,0.7505,0.6113,0.1434,0.5396
0.7646,0.672,0.4868,0.84,0.753,0.6055,0.0585,0.507
0.7866,0.4114,0.573,0.8496,0.749,0.8955,0.0829,0.4946
0.8276,0.529,0.5874,0.7666,0.7217,0.418,0.2034,0.444
0.7886,0.3503,0.5103,0.855,0.7305,0.793,0.2063,0.5977
0.7954,0.303,0.5615,0.8213,0.734,0.681,0.139,0.534
0.769,0.2617,0.553,0.8345,0.6895,0.4143,0.1915,0.593
0.749,0.397,0.511,0.841,0.7334,0.4846,0.146,0.486
0.772,0.443,0.5234,0.8066,0.724,0.415,0.1716,0.3977
0.826,0.4111,0.51,0.8423,0.725,0.388,0.2031,0.4285
0.776,0.5205,0.532,0.845,0.7104,0.5635,0.2106,0.5024
0.783,0.3347,0.602,0.846,0.7295,0.4924,0.11005,0.5547
0.8066,0.352,0.5117,0.8687,0.734,0.6074,0.2144,0.556
0.803,0.2517,0.4695,0.8145,0.719,0.616,0.254,0.4763
0.8135,0.3542,0.5835,0.844,0.7397,0.75,0.1887,0.4922
0.7793,0.2932,0.515,0.831,0.73,0.529,0.10614,0.507
0.79,0.2384,0.4312,0.849,0.755,0.684,0.2942,0.5522
0.8237,0.3882,0.5366,0.8276,0.714,0.559,0.2083,0.508
0.7827,0.3674,0.515,0.838,0.7563,0.569,0.09106,0.5317
0.7983,0.2197,0.4595,0.854,0.7847,0.556,0.1243,0.468
0.786,0.4148,0.4526,0.8735,0.783,0.4792,0.0974,0.517
0.771,0.295,0.487,0.7954,0.713,0.4507,0.1583,0.468
0.8,0.3274,0.521,0.8096,0.732,0.4841,0.2042,0.6294
0.8057,0.3772,0.4702,0.8315,0.707,0.433,0.1646,0.468
0.7827,0.358,0.4688,0.815,0.786,0.552,0.11835,0.584
0.773,0.603,0.4507,0.879,0.7153,0.5605,0.1404,0.43
0.825,0.5806,0.515,0.7983,0.711,0.5093,0.1482,0.58
0.8027,0.2598,0.564,0.837,0.7905,0.502,0.1696,0.5303
0.794,0.3171,0.529,0.852,0.7637,0.6807,0.1193,0.549
0.782,0.3608,0.538,0.828,0.768,0.631,0.0865,0.4473
0.8003,0.4167,0.4297,0.8228,0.7974,0.665,0.1558,0.4683
0.829,0.4844,0.5522,0.835,0.701,0.6606,0.2003,0.4602
0.7856,0.445,0.4001,0.8164,0.742,0.679,0.4045,0.5283
0.8213,0.4321,0.566,0.7935,0.7173,0.4392,0.1854,0.539
0.7715,0.4,0.643,0.868,0.7397,0.77,0.1688,0.5063
0.7812,0.4766,0.461,0.843,0.7056,0.6255,0.1436,0.4167
0.8604,0.3694,0.502,0.836,0.706,0.5796,0.0758,0.551
0.795,0.3696,0.605,0.843,0.805,0.6577,0.4375,0.6133
0.7715,0.4502,0.534,0.8647,0.7397,0.732,0.3193,0.503
0.8096,0.3625,0.4446,0.869,0.672,0.4673,0.1837,0.5146
0.759,0.3599,0.6284,0.838,0.733,0.615,0.1499,0.5024
0.7905,0.5547,0.52,0.837,0.7837,0.765,0.207,0.5664
0.796,0.3662,0.4167,0.8594,0.7197,0.7065,0.1519,0.521
0.8076,0.357,0.6416,0.811,0.762,0.624,0.1351,0.4275
0.811,0.504,0.54,0.8345,0.693,0.75,0.2815,0.633
0.7866,0.4504,0.4167,0.8296,0.754,0.684,0.05954,0.441
0.7866,0.326,0.5884,0.861,0.743,0.816,0.09625,0.5605
0.797,0.4443,0.6123,0.8184,0.7686,0.5215,0.3533,0.4622
0.7686,0.4595,0.4717,0.784,0.7104,0.6323,0.1295,0.5522
0.8125,0.2732,0.5337,0.84,0.725,0.4229,0.0662,0.5176
0.7812,0.2866,0.4944,0.827,0.8555,0.4827,0.1903,0.578
0.764,0.379,0.5513,0.823,0.7495,0.67,0.1118,0.4636
0.7847,0.5474,0.4978,0.827,0.706,0.63,0.1062,0.4978
0.7695,0.4207,0.6665,0.835,0.7324,0.7876,0.1511,0.4495
0.813,0.3516,0.5205,0.841,0.7524,0.3245,0.2142,0.501
0.753,0.3364,0.5264,0.844,0.7124,0.45,0.1517,0.6216
0.837,0.32,0.503,0.814,0.7095,0.515,0.0957,0.5317
0.784,0.4753,0.526,0.8506,0.7485,0.702,0.11664,0.4692
0.778,0.3164,0.5444,0.8496,0.7476,0.526,0.0992,0.4233
0.763,0.27,0.4604,0.835,0.818,0.486,0.131,0.4604
0.7773,0.362,0.5527,0.8047,0.708,0.5127,0.1461,0.516
0.781,0.522,0.4185,0.8735,0.746,0.6714,0.1566,0.5386
0.8076,0.3293,0.4934,0.8564,0.8843,0.7837,0.1945,0.4617
0.8047,0.3247,0.582,0.8525,0.7476,0.5654,0.1624,0.5405
