sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.792,0.3635,0.567,0.8516,0.73,0.4927,0.0841,0.503
0.7886,0.4783,0.4243,0.825,0.721,0.7764,0.1148,0.514
0.7827,0.4436,0.617,0.841,0.7036,0.4944,0.0923,0.4326
0.7773,0.4917,0.5728,0.8374,0.752,0.645,0.225,0.634
0.7544,0.2913,0.5796,0.8467,0.6997,0.4883,0.281,0.5786
0.8228,0.3462,0.552,0.8555,0.748,0.443,0.1627,0.4758
0.7744,0.4355,0.584,0.839,0.7114,0.536,0.1641,0.5156
0.878,0.368,0.5933,0.8594,0.71,0.631,0.2432,0.4072
0.794,0.296,0.5566,0.876,0.689,0.6187,0.2546,0.5503
0.7847,0.4102,0.5947,0.819,0.7554,0.7554,0.279,0.692
0.798,0.3438,0.5776,0.8423,0.691,0.5767,0.1718,0.4275
0.788,0.2189,0.5083,0.821,0.7563,0.7695,0.169,0.4631
0.825,0.2896,0.6055,0.827,0.745,0.467,0.2646,0.4995
0.7754,0.4255,0.529,0.8447,0.7637,0.691,0.1263,0.4507
0.7817,0.3325,0.633,0.849,0.7036,0.545,0.2715,0.5547
0.7944,0.433,0.532,0.863,0.7153,0.498,0.1055,0.469
0.751,0.3936,0.532,0.837,0.7383,0.4548,0.287,0.5337
0.829,0.316,0.58,0.826,0.7295,0.532,0.4048,0.4785
0.778,0.6514,0.4373,0.8335,0.7437,0.5586,0.3145,0.4614
0.79,0.3877,0.4646,0.8267,0.7476,0.603,0.2428,0.5083
0.775,0.4846,0.645,0.809,0.706,0.4607,0.1337,0.4875
0.803,0.289,0.4937,0.861,0.7056,0.479,0.092,0.4087
0.7915,0.3474,0.4646,0.8237,0.7603,0.6235,0.464,0.515
0.816,0.422,0.4534,0.8296,0.722,0.604,0.05426,0.414
0.7627,0.3906,0.5327,0.8545,0.734,0.654,0.255,0.5073
0.8296,0.3484,0.496,0.825,0.7246,0.559,0.0556,0.4448
0.8296,0.3525,0.5483,0.822,0.713,0.456,0.1247,0.4348
0.7705,0.4126,0.5728,0.802,0.744,0.7188,0.1372,0.572
0.8203,0.2542,0.4153,0.8354,0.7217,0.5464,0.231,0.5527
0.7915,0.406,0.502,0.8687,0.766,0.4377,0.1616,0.5312
0.794,0.3691,0.618,0.833,0.7236,0.7134,0.131,0.4883
0.771,0.437,0.452,0.7944,0.684,0.5664,0.2025,0.4614
0.7695,0.3335,0.582,0.815,0.7,0.629,0.1052,0.3726
0.776,0.4036,0.509,0.857,0.694,0.5405,0.3223,0.5522
0.812,0.391,0.513,0.8604,0.751,0.5107,0.1213,0.491
0.7725,0.3313,0.4963,0.8184,0.7114,0.4324,0.2507,0.5654
0.8525,0.4177,0.4717,0.8306,0.8022,0.5854,0.1825,0.546
0.8105,0.407,0.57,0.854,0.7607,0.4766,0.1351,0.43
0.8066,0.2817,0.536,0.826,0.691,0.847,0.2622,0.4802
0.742,0.469,0.477,0.8184,0.755,0.481,0.1643,0.4578
0.772,0.2754,0.69,0.818,0.716,0.5806,0.09607,0.5195
0.777,0.5073,0.5225,0.842,0.813,0.5874,0.1395,0.4944
0.7847,0.346,0.4807,0.825,0.7466,0.7466,0.3198,0.461
0.7783,0.4404,0.4387,0.8447,0.8423,0.51,0.0966,0.4607
0.7583,0.3982,0.4758,0.818,0.7183,0.5947,0.10706,0.495
0.81,0.5684,0.5693,0.831,0.73,0.86,0.304,0.534
0.7686,0.205,0.496,0.8394,0.778,0.506,0.10065,0.619
0.8037,0.4617,0.441,0.871,0.7114,0.4626,0.2478,0.452
0.8394,0.2218,0.4023,0.808,0.83,0.6323,0.05954,0.536
0.8037,0.3438,0.514,0.8438,0.8184,0.639,0.10736,0.4922
0.8027,0.445,0.5586,0.8145,0.687,0.5933,0.3372,0.5303
0.794,0.2751,0.4497,0.8726,0.787,0.6475,0.154,0.548
0.831,0.3137,0.568,0.8413,0.7627,0.5986,0.2289,0.492
0.831,0.3843,0.5083,0.811,0.7495,0.707,0.234,0.511
0.774,0.241,0.5674,0.8403,0.7637,0.5186,0.11975,0.4893
0.7896,0.3264,0.4338,0.82,0.792,0.621,0.1053,0.5015
0.819,0.384,0.4668,0.851,0.762,0.463,0.1467,0.564
0.818,0.386,0.514,0.84,0.7314,0.891,0.2854,0.5034
0.787,0.2057,0.4414,0.852,0.7163,0.4336,0.1492,0.5757
0.7954,0.3367,0.5693,0.831,0.729,0.631,0.1448,0.503
0.808,0.2357,0.4766,0.86,0.744,0.577,0.399,0.445
0.766,0.4246,0.5938,0.8574,0.7334,0.4106,0.3386,0.494
0.807,0.527,0.461,0.815,0.71,0.558,0.2915,0.5127
0.7744,0.365,0.4707,0.812,0.735,0.519,0.2245,0.532
0.812,0.3113,0.507,0.844,0.7524,0.4966,0.0727,0.4893
0.794,0.2443,0.598,0.853,0.717,0.5986,0.08307,0.4277
0.808,0.3462,0.4958,0.845,0.727,0.5215,0.1131,0.524
0.808,0.3438,0.513,0.8584,0.6924,0.46,0.1061,0.5317
0.8115,0.3503,0.5435,0.82,0.7275,0.4832,0.15,0.5103
0.7935,0.3752,0.5977,0.8438,0.758,0.5625,0.134,0.4844
0.837,0.233,0.546,0.8423,0.7427,0.4778,0.1715,0.4866
0.8267,0.2915,0.543,0.8433,0.678,0.649,0.2458,0.474
0.833,0.384,0.5513,0.8486,0.7295,0.4133,0.1436,0.4233
0.8125,0.3801,0.5273,0.8174,0.7856,0.5674,0.2119,0.5234
0.7983,0.3853,0.503,0.863,0.7334,0.562,0.349,0.5537
0.791,0.4363,0.4915,0.826,0.762,0.6143,0.337,0.543
0.7793,0.414,0.519,0.85,0.737,0.6396,0.251,0.5093
0.82,0.4465,0.496,0.804,0.79,0.609,0.1521,0.512
0.7935,0.3801,0.4875,0.853,0.7563,0.7153,0.1409,0.5405
0.7944,0.4688,0.387,0.85,0.747,0.601,0.2854,0.5073
0.918,0.4312,0.5947,0.827,0.7627,0.7124,0.10425,0.572
0.819,0.4426,0.581,0.867,0.801,0.532,0.162,0.5664
0.7466,0.5537,0.505,0.8115,0.744,0.5415,0.1895,0.4678
0.806,0.3782,0.573,0.8716,0.753,0.6787,0.1652,0.5444
0.818,0.494,0.5137,0.8643,0.747,0.6924,0.1973,0.597
0.794,0.3196,0.4663,0.8584,0.691,0.5835,0.1703,0.438
0.7773,0.4077,0.4907,0.8228,0.728,0.622,0.2898,0.513
0.773,0.4307,0.556,0.8267,0.6924,0.614,0.1761,0.4614
0.7896,0.2764,0.515,0.812,0.7705,0.4739,0.1708,0.479
0.7905,0.3938,0.512,0.8477,0.701,0.679,0.1335,0.403
0.796,0.3062,0.517,0.861,0.713,0.496,0.248,0.4626
0.7886,0.3203,0.6455,0.8267,0.743,0.659,0.2002,0.4487
0.784,0.4265,0.6855,0.812,0.718,0.4666,0.133,0.54
0.785,0.3572,0.619,0.804,0.7134,0.4875,0.1561,0.5063
0.818,0.2795,0.48,0.857,0.7256,0.8105,0.1979,0.5396
0.811,0.519,0.504,0.8506,0.7036,0.4956,0.235,0.5015
0.845,0.3523,0.504,0.838,0.809,0.7085,0.2003,0.538
0.8257,0.317,0.5776,0.832,0.748,0.4385,0.0831,0.4258
0.7637,0.2664,0.5347,0.8213,0.8335,0.4956,0.3433,0.4995
0.806,0.2937,0.5757,0.852,0.711,0.6562,0.1699,0.609
0.7783,0.4375,0.437,0.8555,0.712,0.574,0.365,0.5376
0.781,0.555,0.4543,0.8623,0.7563,0.4995,0.1477,0.4788
0.827,0.5063,0.463,0.851,0.7295,0.682,0.10565,0.5317
0.7803,0.3342,0.51,0.818,0.7886,0.514,0.1854,0.4797
0.801,0.4167,0.5454,0.8354,0.729,0.6196,0.0762,0.5728
0.788,0.4326,0.525,0.8022,0.7734,0.6377,0.1671,0.5073
0.8086,0.3186,0.4883,0.839,0.717,0.6665,0.09296,0.5737
0.811,0.2747,0.585,0.861,0.7324,0.847,0.10986,0.4988
0.8276,0.305,0.526,0.8423,0.7437,0.4436,0.1376,0.5107
0.8057,0.2988,0.4429,0.81,0.737,0.4402,0.1873,0.539
0.81,0.297,0.5137,0.8267,0.694,0.71,0.3115,0.4653
0.798,0.547,0.5073,0.8623,0.767,0.6562,0.1328,0.5024
0.8145,0.3784,0.583,0.833,0.737,0.879,0.08563,0.54
0.809,0.4778,0.5454,0.813,0.806,0.407,0.1004,0.4736
0.81,0.4778,0.4675,0.8403,0.7393,0.5693,0.467,0.524
0.796,0.4678,0.5527,0.8364,0.723,0.6553,0.1902,0.5312
0.7603,0.3618,0.565,0.8257,0.7144,0.673,0.2346,0.467
0.766,0.474,0.5454,0.8457,0.6943,0.548,0.1326,0.478
0.808,0.215,0.5127,0.8906,0.7705,0.5938,0.1206,0.672
0.7524,0.3037,0.656,0.8384,0.9033,0.6895,0.1312,0.52
0.806,0.5093,0.5024,0.887,0.7305,0.4888,0.568,0.52
0.7876,0.2372,0.4246,0.814,0.745,0.4912,0.1576,0.4956
0.7876,0.2262,0.5283,0.8804,0.729,0.4944,0.1437,0.553
0.8306,0.3962,0.5107,0.8433,0.7354,0.429,0.1029,0.4436
0.782,0.3796,0.578,0.812,0.815,0.641,0.2471,0.502
0.772,0.2384,0.4536,0.857,0.7676,0.47,0.138,0.4536
0.7803,0.354,0.5454,0.8535,0.726,0.551,0.1729,0.524
0.796,0.3257,0.5156,0.86,0.742,0.754,0.1951,0.4604
0.744,0.376,0.5156,0.8384,0.7334,0.693,0.2258,0.5527
0.826,0.3613,0.568,0.8086,0.76,0.4731,0.275,0.551
0.7866,0.307,0.515,0.8516,0.738,0.6133,0.279,0.5728
0.776,0.2349,0.6484,0.801,0.717,0.8496,0.305,0.513
0.767,0.379,0.4895,0.809,0.743,0.494,0.1412,0.5264
0.7773,0.3716,0.5015,0.8813,0.7476,0.601,0.1991,0.549
0.744,0.4258,0.529,0.894,0.7837,0.753,0.171,0.4722
0.856,0.3435,0.4333,0.8237,0.858,0.5586,0.2426,0.471
0.829,0.417,0.5195,0.858,0.733,0.6724,0.0631,0.505
0.8145,0.3477,0.5215,0.8335,0.719,0.511,0.1979,0.5107
0.794,0.3176,0.5854,0.8755,0.757,0.5435,0.1262,0.4863
0.787,0.3467,0.4285,0.835,0.7363,0.523,0.175,0.4639
0.78,0.2676,0.452,0.825,0.7065,0.4402,0.1057,0.444
0.7734,0.3232,0.415,0.821,0.764,0.5244,0.1044,0.509
0.774,0.3142,0.635,0.816,0.6895,0.7812,0.1316,0.4382
0.799,0.414,0.4302,0.7983,0.7563,0.7236,0.1737,0.558
0.7373,0.4058,0.5454,0.8403,0.7534,0.519,0.22,0.559
0.7803,0.4106,0.541,0.846,0.706,0.467,0.03516,0.3489
0.7734,0.387,0.6846,0.827,0.7363,0.606,0.1736,0.4763
0.8315,0.31,0.554,0.8213,0.761,0.652,0.1184,0.5225
0.859,0.3596,0.516,0.817,0.7036,0.6113,0.1309,0.4685
0.8413,0.4026,0.546,0.8203,0.7344,0.2339,0.0684,0.583
0.8057,0.3882,0.448,0.842,0.7104,0.8037,0.2367,0.5156
0.79,0.549,0.5254,0.811,0.695,0.6196,0.1599,0.51
0.7793,0.3374,0.5396,0.839,0.773,0.4912,0.271,0.4175
0.797,0.2542,0.4238,0.848,0.7607,0.673,0.2063,0.524
0.7676,0.2673,0.5083,0.8115,0.715,0.7065,0.0861,0.479
0.8096,0.558,0.549,0.8213,0.79,0.6294,0.2019,0.6196
0.7773,0.3125,0.479,0.8413,0.7617,0.5996,0.1681,0.5825
0.7876,0.6226,0.422,0.8467,0.701,0.4668,0.1462,0.4514
0.7964,0.312,0.4854,0.845,0.7495,0.5186,0.08057,0.4866
0.8037,0.3833,0.5664,0.873,0.7637,0.5137,0.1897,0.412
0.8135,0.307,0.419,0.8394,0.77,0.5474,0.4338,0.457
0.778,0.3235,0.4683,0.8843,0.7554,0.672,0.1799,0.5483
0.761,0.4602,0.3606,0.8135,0.716,0.6294,0.1549,0.503
0.8423,0.4863,0.543,0.808,0.764,0.5615,0.1061,0.5317
0.7837,0.4172,0.5186,0.835,0.6987,0.6216,0.09576,0.5444
0.7646,0.292,0.581,0.833,0.754,0.7554,0.2156,0.48
0.761,0.4534,0.508,0.829,0.754,0.583,0.0731,0.5005
0.769,0.2898,0.4832,0.845,0.8125,0.5405,0.2054,0.5205
0.7915,0.4207,0.7563,0.8413,0.7617,0.896,0.1896,0.503
0.8467,0.384,0.498,0.854,0.804,0.6177,0.222,0.548
0.8105,0.3804,0.5005,0.867,0.719,0.8784,0.1423,0.6636
0.818,0.332,0.5454,0.8027,0.7554,0.6187,0.1537,0.5513
0.795,0.263,0.565,0.876,0.732,0.8,0.1001,0.4495
0.7983,0.3535,0.492,0.85,0.743,0.6016,0.1855,0.4263
0.8,0.3977,0.394,0.8506,0.8706,0.7314,0.1718,0.438
0.8003,0.3623,0.6055,0.8276,0.734,0.7,0.2384,0.5576
0.7905,0.3315,0.5244,0.869,0.745,0.7554,0.2064,0.5015
0.7456,0.3481,0.5093,0.836,0.7275,0.5713,0.2422,0.5015
0.792,0.3547,0.5264,0.8125,0.7896,0.603,0.44,0.57
0.7666,0.4353,0.525,0.871,0.774,0.5205,0.1772,0.507
0.813,0.4087,0.4736,0.849,0.7734,0.679,0.1426,0.4224
0.7783,0.4714,0.3943,0.8643,0.7505,0.4277,0.2583,0.4639
0.784,0.3293,0.515,0.8667,0.6787,0.8403,0.1846,0.48
0.8184,0.4802,0.419,0.827,0.721,0.597,0.2274,0.4583
0.7925,0.496,0.5005,0.8125,0.7515,0.6484,0.11053,0.5405
0.785,0.4443,0.4976,0.865,0.765,0.5703,0.1686,0.501
0.8228,0.3145,0.6064,0.8516,0.819,0.5107,0.145,0.4827
0.7793,0.418,0.4768,0.83,0.694,0.533,0.1781,0.56
0.791,0.5947,0.5005,0.817,0.6904,0.6533,0.1921,0.529
0.7817,0.3809,0.5,0.827,0.707,0.4841,0.254,0.4758
0.805,0.339,0.6104,0.849,0.7676,0.542,0.1284,0.4536
0.801,0.3706,0.585,0.8433,0.72,0.6294,0.2883,0.5063
0.7856,0.4233,0.5806,0.8125,0.7627,0.6567,0.1804,0.4724
0.7974,0.3142,0.5654,0.8184,0.763,0.6045,0.0927,0.4976
0.795,0.3745,0.545,0.7754,0.7515,0.536,0.12225,0.4646
0.781,0.687,0.4824,0.8506,0.7466,0.396,0.1434,0.5396
0.7866,0.3425,0.5054,0.8228,0.6904,0.5254,0.1931,0.4885
0.801,0.518,0.5884,0.8384,0.737,0.6123,0.1221,0.4712
0.7896,0.3176,0.4846,0.8286,0.7866,0.7446,0.2009,0.4788
0.8228,0.3923,0.6377,0.841,0.788,0.6816,0.11176,0.5625
0.7505,0.5815,0.55,0.8306,0.819,0.6377,0.1774,0.525
0.8037,0.3708,0.5723,0.8325,0.7676,0.5376,0.135,0.4639
0.7544,0.3528,0.6,0.8228,0.7344,0.4395,0.1431,0.5664
0.8003,0.4358,0.577,0.847,0.7617,0.4705,0.4746,0.4739
0.792,0.389,0.556,0.8555,0.6895,0.677,0.2688,0.4727
0.8354,0.2976,0.5264,0.8413,0.7046,0.443,0.1304,0.4644
0.771,0.3076,0.5,0.877,0.729,0.7266,0.1617,0.5015
0.7764,0.4058,0.473,0.8525,0.746,0.881,0.1251,0.4226
0.775,0.3352,0.6064,0.8823,0.747,0.48,0.1694,0.4385
0.8115,0.297,0.587,0.853,0.815,0.7744,0.1299,0.6084
0.7925,0.2834,0.5063,0.842,0.7515,0.4658,0.1682,0.4321
0.761,0.2761,0.7383,0.8354,0.7134,0.896,0.2715,0.4856
0.791,0.4336,0.459,0.8066,0.7324,0.6,0.1754,0.605
0.7974,0.3643,0.4844,0.823,0.7373,0.593,0.3848,0.5664
0.817,0.266,0.5776,0.826,0.7603,0.546,0.1013,0.4983
0.7793,0.3142,0.4202,0.8145,0.733,0.476,0.4175,0.587
0.795,0.2961,0.552,0.844,0.688,0.5474,0.2362,0.527
0.8013,0.27,0.5576,0.8594,0.7646,0.662,0.1779,0.5073
0.7534,0.2428,0.371,0.85,0.783,0.684,0.3599,0.4434
0.804,0.2012,0.4534,0.88,0.7515,0.641,0.06744,0.5366
0.785,0.4055,0.5635,0.8525,0.773,0.3987,0.213,0.5586
0.817,0.3484,0.5303,0.8276,0.7393,0.589,0.0842,0.5547
0.7793,0.4612,0.4414,0.839,0.7896,0.563,0.1432,0.523
0.8027,0.5957,0.4136,0.7954,0.7183,0.478,0.2617,0.4905
0.7847,0.3076,0.5073,0.8247,0.696,0.526,0.1611,0.5356
0.7974,0.33,0.4824,0.8667,0.706,0.6333,0.0758,0.4697
0.815,0.479,0.4731,0.8257,0.722,0.5083,0.1632,0.5444
0.799,0.323,0.521,0.82,0.771,0.4868,0.1436,0.5366
0.795,0.2585,0.4954,0.859,0.739,0.6157,0.0526,0.581
0.7764,0.3982,0.582,0.8486,0.797,0.5234,0.06635,0.514
0.7793,0.3652,0.559,0.8423,0.769,0.53,0.1819,0.425
0.7563,0.3562,0.5815,0.826,0.659,0.5034,0.1996,0.5723
0.792,0.1984,0.556,0.8193,0.737,0.8936,0.1453,0.4692
0.7627,0.279,0.575,0.834,0.7085,0.4312,0.1312,0.5137
0.7856,0.3352,0.6196,0.8174,0.786,0.4246,0.1469,0.515
0.817,0.343,0.4368,0.872,0.777,0.4448,0.183,0.529
0.8027,0.4004,0.497,0.828,0.758,0.7456,0.10315,0.5034
0.791,0.4077,0.4402,0.8267,0.703,0.6763,0.2527,0.5225
0.7964,0.306,0.636,0.852,0.6743,0.765,0.1277,0.596
0.7812,0.349,0.4805,0.817,0.801,0.5317,0.12146,0.4016
0.7695,0.321,0.552,0.8154,0.737,0.8843,0.09106,0.486
0.8096,0.3247,0.5684,0.8135,0.748,0.8174,0.1274,0.5327
0.782,0.6104,0.5503,0.863,0.713,0.666,0.1045,0.5225
0.754,0.4294,0.6025,0.9585,0.7524,0.7925,0.0966,0.4963
0.8696,0.3948,0.5195,0.849,0.742,0.586,0.1731,0.4685
0.782,0.3245,0.4006,0.8374,0.739,0.6333,0.1453,0.4963
0.7456,0.447,0.504,0.8486,0.708,0.7534,0.1732,0.4836
0.7725,0.3953,0.533,0.8047,0.819,0.496,0.1262,0.506
0.8853,0.374,0.542,0.8306,0.756,0.8066,0.10474,0.4338
0.7393,0.531,0.4834,0.8135,0.7324,0.657,0.1219,0.4924
0.8257,0.2676,0.4453,0.8833,0.8296,0.4695,0.2375,0.524
0.821,0.3635,0.562,0.8345,0.7666,0.4846,0.12054,0.5303
0.7725,0.3582,0.5874,0.825,0.755,0.7207,0.2617,0.488
0.7573,0.4094,0.558,0.8325,0.7056,0.7905,0.07385,0.4905
0.774,0.3618,0.549,0.823,0.7734,0.5156,0.03757,0.4932
0.8,0.3271,0.5874,0.8306,0.6953,0.514,0.2578,0.5063
0.803,0.4604,0.4094,0.8384,0.7456,0.6343,0.06366,0.4849
0.835,0.4636,0.429,0.891,0.763,0.5776,0.147,0.435
0.7764,0.428,0.4766,0.8247,0.7207,0.3643,0.2281,0.4563
0.8125,0.3833,0.7207,0.814,0.792,0.605,0.1455,0.574
0.778,0.4373,0.5356,0.811,0.765,0.5312,0.2041,0.4304
0.792,0.4546,0.472,0.8535,0.6826,0.517,0.1855,0.4744
0.787,0.3667,0.5176,0.898,0.7354,0.7993,0.3096,0.5176
0.815,0.3118,0.4875,0.8276,0.7163,0.723,0.2428,0.533
0.827,0.4084,0.512,0.8745,0.714,0.833,0.2369,0.557
0.8135,0.283,0.554,0.825,0.7427,0.8057,0.2228,0.516
0.7935,0.2969,0.559,0.8784,0.699,0.825,0.1505,0.5205
0.785,0.312,0.525,0.818,0.775,0.5664,0.1632,0.5127
0.766,0.4583,0.4978,0.8687,0.733,0.361,0.4316,0.5254
0.764,0.429,0.575,0.8325,0.773,0.725,0.1403,0.5127
0.7983,0.4285,0.4966,0.8657,0.7554,0.5156,0.2874,0.501
0.7617,0.374,0.515,0.8223,0.747,0.5957,0.2094,0.4758
0.797,0.3677,0.5073,0.859,0.78,0.6284,0.3757,0.4907
0.8135,0.4165,0.5327,0.82,0.8057,0.4692,0.05005,0.4993
0.9043,0.3042,0.4202,0.846,0.792,0.7153,0.1425,0.4333
0.8164,0.4102,0.5176,0.851,0.73,0.591,0.2886,0.477
0.833,0.3699,0.4517,0.875,0.754,0.7646,0.292,0.4634
0.807,0.3916,0.4692,0.836,0.756,0.715,0.1744,0.5156
0.776,0.3052,0.534,0.8467,0.6816,0.7183,0.2141,0.513
0.809,0.4395,0.4854,0.8433,0.674,0.604,0.1405,0.517
0.805,0.3213,0.4856,0.8315,0.749,0.4502,0.1788,0.4795
0.797,0.378,0.5464,0.8325,0.753,0.4749,0.06244,0.4534
0.797,0.4697,0.503,0.8594,0.7954,0.557,0.2297,0.504
0.784,0.302,0.553,0.8306,0.774,0.7324,0.269,0.4512
0.7837,0.4531,0.5513,0.806,0.6655,0.4475,0.09766,0.4937
0.8096,0.366,0.5884,0.8506,0.7983,0.693,0.1827,0.5093
0.8125,0.4277,0.701,0.824,0.756,0.4282,0.1666,0.612
0.79,0.4446,0.539,0.8135,0.742,0.513,0.2054,0.5083
0.819,0.2395,0.4937,0.843,0.7646,0.533,0.2062,0.5317
0.827,0.322,0.424,0.8354,0.765,0.5186,0.1272,0.4446
0.8403,0.4314,0.5293,0.846,0.748,0.5977,0.2311,0.442
0.817,0.3455,0.456,0.8413,0.707,0.4795,0.1704,0.5234
0.819,0.3596,0.619,0.892,0.8296,0.6333,0.1798,0.537
0.782,0.3328,0.5312,0.8555,0.713,0.61,0.1205,0.47
0.795,0.5117,0.516,0.852,0.722,0.549,0.1274,0.4258
0.798,0.4387,0.4436,0.8604,0.7036,0.611,0.1886,0.5444
0.7764,0.3906,0.5337,0.8433,0.7437,0.725,0.093,0.4631
0.7715,0.3086,0.4753,0.807,0.7983,0.6167,0.284,0.4941
0.8105,0.573,0.5303,0.825,0.746,0.4668,0.1378,0.4797
0.804,0.3425,0.4949,0.8486,0.6724,0.6743,0.103,0.514
0.7324,0.447,0.526,0.8423,0.766,0.4497,0.1913,0.455
0.81,0.3225,0.634,0.8984,0.8193,0.547,0.5835,0.507
0.8096,0.2059,0.44,0.871,0.719,0.709,0.2517,0.625
0.78,0.3232,0.544,0.8433,0.7656,0.4846,0.1654,0.529
0.784,0.4634,0.53,0.822,0.784,0.543,0.2441,0.4448
0.839,0.4934,0.659,0.8315,0.7954,0.4495,0.2446,0.4656
0.8213,0.4941,0.405,0.8374,0.844,0.508,0.1981,0.621
0.888,0.3865,0.3953,0.8604,0.726,0.517,0.2075,0.5166
0.824,0.4233,0.439,0.8516,0.759,0.4338,0.2137,0.589
0.79,0.2554,0.4807,0.8433,0.759,0.6104,0.1512,0.5576
0.78,0.4094,0.4526,0.7905,0.6816,0.542,0.305,0.4119
0.7686,0.341,0.533,0.8384,0.688,0.545,0.199,0.4521
0.859,0.3328,0.51,0.8174,0.6855,0.5586,0.4785,0.5093
0.8096,0.4397,0.696,0.8584,0.726,0.7246,0.1746,0.5083
0.799,0.4302,0.5474,0.8174,0.7227,0.745,0.11237,0.4878
0.779,0.2386,0.5156,0.808,0.7734,0.7173,0.3137,0.5015
0.773,0.434,0.477,0.8125,0.8154,0.4639,0.1012,0.5293
0.7764,0.336,0.4927,0.793,0.721,0.4783,0.1327,0.4653
0.806,0.2922,0.5137,0.8213,0.766,0.519,0.1968,0.475
0.807,0.4011,0.595,0.8223,0.683,0.4753,0.1292,0.4905
0.795,0.3315,0.474,0.809,0.6865,0.6655,0.1364,0.538
0.7837,0.2751,0.6245,0.819,0.8154,0.3977,0.202,0.495
0.8325,0.458,0.553,0.8413,0.7446,0.4485,0.2323,0.3994
0.77,0.407,0.5625,0.813,0.7305,0.5205,0.1103,0.4639
0.8203,0.402,0.4822,0.8203,0.786,0.532,0.07935,0.5254
0.782,0.2512,0.54,0.849,0.723,0.6855,0.1599,0.519
0.787,0.2333,0.5117,0.8306,0.7085,0.54,0.1703,0.4355
0.7886,0.396,0.4854,0.837,0.7344,0.561,0.1371,0.4714
0.8037,0.3093,0.529,0.811,0.7314,0.4873,0.1816,0.459
0.793,0.4375,0.4673,0.8804,0.715,0.877,0.1699,0.448
0.83,0.4246,0.5503,0.8174,0.7534,0.553,0.1611,0.5728
0.806,0.3113,0.537,0.8115,0.7456,0.628,0.1442,0.5312
0.8037,0.4065,0.4954,0.829,0.7256,0.692,0.1857,0.4685
0.807,0.349,0.4065,0.8174,0.758,0.6895,0.1339,0.577
0.8545,0.337,0.5986,0.827,0.7554,0.5557,0.4417,0.544
0.8145,0.2556,0.567,0.8174,0.69,0.517,0.122,0.5
0.8374,0.3804,0.4783,0.8433,0.7227,0.4578,0.1656,0.5425
0.8,0.3335,0.4924,0.8594,0.772,0.5635,0.2128,0.558
0.8086,0.2483,0.507,0.8394,0.802,0.58,0.3171,0.4521
0.8057,0.267,0.5054,0.818,0.7085,0.596,0.1624,0.569
0.755,0.529,0.5166,0.8447,0.6934,0.606,0.0685,0.506
0.8003,0.4092,0.517,0.8364,0.6855,0.5737,0.1604,0.4731
0.8135,0.4563,0.5547,0.8433,0.6997,0.4343,0.2152,0.511
0.764,0.429,0.5156,0.845,0.782,0.7188,0.1849,0.4858
0.827,0.3115,0.3877,0.839,0.7295,0.5557,0.2421,0.5186
0.776,0.2686,0.3237,0.833,0.761,0.5586,0.253,0.5693
0.7993,0.3389,0.5044,0.8125,0.756,0.4846,0.1671,0.465
0.8184,0.3684,0.6543,0.8193,0.7197,0.6396,0.0513,0.476
0.7754,0.3467,0.4705,0.8374,0.7793,0.4753,0.1328,0.458
0.8135,0.2827,0.514,0.8135,0.763,0.538,0.2058,0.4475
0.7676,0.54,0.4995,0.839,0.7354,0.534,0.2188,0.445
0.8076,0.3176,0.556,0.8267,0.717,0.676,0.0107,0.4875
0.79,0.3154,0.4976,0.827,0.7144,0.5845,0.3142,0.592
0.856,0.3599,0.3936,0.805,0.73,0.612,0.2002,0.478
0.731,0.3376,0.579,0.7993,0.783,0.555,0.1353,0.522
0.8193,0.5938,0.5366,0.852,0.7095,0.649,0.0986,0.4807
0.8047,0.228,0.4724,0.832,0.7485,0.4705,0.1725,0.4832
0.769,0.352,0.442,0.814,0.748,0.409,0.1615,0.552
0.7686,0.5376,0.5327,0.848,0.74,0.4697,0.1506,0.403
0.8535,0.3596,0.6646,0.813,0.741,0.674,0.1137,0.4883
0.816,0.2932,0.5596,0.8145,0.735,0.4783,0.1865,0.524
0.7803,0.3867,0.5547,0.828,0.762,0.4958,0.29,0.5146
0.7666,0.3535,0.639,0.8433,0.694,0.486,0.297,0.467
0.821,0.267,0.5684,0.7935,0.7417,0.498,0.04434,0.51
0.7656,0.4438,0.5796,0.881,0.742,0.5625,0.1836,0.48
0.786,0.315,0.5864,0.809,0.7197,0.474,0.12396,0.6606
0.8276,0.271,0.596,0.8555,0.6816,0.4036,0.10443,0.4788
0.7925,0.4202,0.623,0.815,0.781,0.684,0.2341,0.5117
0.8438,0.43,0.5044,0.829,0.799,0.571,0.1631,0.4954
0.832,0.5,0.5156,0.8247,0.675,0.7705,0.1447,0.4878
0.7764,0.318,0.4846,0.8423,0.742,0.4912,0.1754,0.5425
0.751,0.2776,0.627,0.8403,0.7305,0.774,0.2117,0.582
0.801,0.4038,0.538,0.8447,0.698,0.6836,0.1953,0.5776
0.7886,0.316,0.6055,0.832,0.7944,0.6143,0.2268,0.5083
0.8384,0.3552,0.56,0.8403,0.7437,0.3538,0.1864,0.4768
0.773,0.3342,0.4011,0.7886,0.721,0.744,0.1385,0.4949
0.7554,0.653,0.526,0.834,0.752,0.556,0.1768,0.4602
